Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Asymmetric impacts of artificial intelligence on housing price valuation across education levels,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-06153-4,Sihyun AnYena SongHanwool JangKwangwon Ahn,2025,https://link.springer.com/article/10.1057/s41599-025-06153-4,Article
Research progress on AI-assisted screening and prediction of systemic diseases based on retinal images,The Visual Computer,,,,10.1007/s00371-025-03977-8,Pinqi FangYiting WuYufeng HeHaoxuan LiZhouyu GuanXiangning WangTingli ChenJie Shen,2025,https://link.springer.com/article/10.1007/s00371-025-03977-8,Article
Artificial Intelligence-based Sentiment Analysis Models in the Product and Service Industry: A State-of-the-art Review and Future Directions,SN Computer Science,,,,10.1007/s42979-025-04317-2,Hemant SethiRajeev Gupta,2025,https://link.springer.com/article/10.1007/s42979-025-04317-2,Article
Nurses’ perspectives on AI-Enabled wearable health technologies: opportunities and challenges in clinical practice,BMC Nursing,,,,10.1186/s12912-025-03343-y,Haitham Alzghaibi,2025,https://link.springer.com/article/10.1186/s12912-025-03343-y,Article
RETRACTED ARTICLE: Artificial intelligence-augmented smart grid architecture for cyber intrusion detection and mitigation in electric vehicle charging infrastructure,Scientific Reports,,,,10.1038/s41598-025-04984-4,Ankita SharmaShalli RaniMohammad Shabaz,2025,https://link.springer.com/article/10.1038/s41598-025-04984-4,Article
Are we Nearly There Yet? A Desires &amp; Realities Framework for Europe’s AI Strategy,Information Systems Frontiers,,,,10.1007/s10796-022-10285-2,Ariana PolyviouEfpraxia D. Zamani,2022,https://link.springer.com/article/10.1007/s10796-022-10285-2,Article
VFE: A large-scale video future event description dataset for evaluating video temporal prediction,Applied Intelligence,,,,10.1007/s10489-025-06547-6,Chenghang LaiHaibo Wang,2025,https://link.springer.com/article/10.1007/s10489-025-06547-6,Article
A Collaborative Model for Integrating Teacher and GenAI into Future Education,TechTrends,,,,10.1007/s11528-025-01105-w,Tayab D. MemonPaul Kwan,2025,https://link.springer.com/article/10.1007/s11528-025-01105-w,Article
"Artificial intelligence-driven pathomics in hepatocellular carcinoma: current developments, challenges and perspectives",Discover Oncology,,,,10.1007/s12672-025-03254-z,Wei DingJinxing ZhangZhicheng JinHongjin HuaQingquan ZuShudong YangWeidong WangSheng LiuHaifeng ZhouHaibin Shi,2025,https://link.springer.com/article/10.1007/s12672-025-03254-z,Article
Application of Explainable Artificial Intelligence for Predicting and Diagnosing Neurocognitive Disorders Using Tabular Data: A Systematic Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10471-w,Hamideh Gholipour LazarjaniSoheil ZareiFoad AboutorabiReza ShalbafAhmad Shalbaf,2025,https://link.springer.com/article/10.1007/s11831-025-10471-w,Article
"A systematic literature review on data privacy and security techniques in smart cities: trends, gaps, and future directions",Computing,,,,10.1007/s00607-025-01553-5,Ubaid ur Rehman,2025,https://link.springer.com/article/10.1007/s00607-025-01553-5,Article
Artificial intelligence for system security assurance: A systematic literature review,International Journal of Information Security,,,,10.1007/s10207-024-00959-0,Shao-Fang WenAnkur ShuklaBasel Katt,2024,https://link.springer.com/article/10.1007/s10207-024-00959-0,Article
Edge-AI integrated secure wireless IoT architecture for real time healthcare monitoring and federated anomaly detection,Scientific Reports,,,,10.1038/s41598-025-30150-x,M. PrabhaS. NandhiniM. DayanidhyR. Pradeep,2025,https://link.springer.com/article/10.1038/s41598-025-30150-x,Article
Maximizing team synergy in AI-related interdisciplinary groups: an interdisciplinary-by-design iterative methodology,AI & SOCIETY,,,,10.1007/s00146-022-01518-8,Piercosma BiscontiDavide OrsittoFederica FedorczykFabio BrauMarianna CapassoLorenzo De MarinisHüseyin EkenFederica MerendaMirko FortiMarco PaciniClaudia Schettini,2022,https://link.springer.com/article/10.1007/s00146-022-01518-8,Article
"6G for intelligent transportation systems: standards, technologies, and challenges",Telecommunication Systems,,,,10.1007/s11235-024-01126-5,Amitkumar V. JhaBhargav AppasaniMohammad S. KhanSherali ZeadallyIyad Katib,2024,https://link.springer.com/article/10.1007/s11235-024-01126-5,Article
"Computational Game-Theoretic Models for Adaptive Urban Energy Systems: A Comprehensive Review of Algorithms, Strategies, and Engineering Applications",Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10364-y,Lefeng ChengManling LiCan TanPengrong HuangMengya ZhangRunbao Sun,2025,https://link.springer.com/article/10.1007/s11831-025-10364-y,Article
A Critical Review on Segmentation of Glioma Brain Tumor and Prediction of Overall Survival,Archives of Computational Methods in Engineering,,,,10.1007/s11831-024-10188-2,Novsheena RasoolJavaid Iqbal Bhat,2024,https://link.springer.com/article/10.1007/s11831-024-10188-2,Article
AI for marketing: Enabler? Engager? Ersatz?,AMS Review,,,,10.1007/s13162-024-00293-7,Sreedhar MadhavaramRadha Appan,2024,https://link.springer.com/article/10.1007/s13162-024-00293-7,Article
AI-driven detection of hate speech on social media: a case study in the French language,Cluster Computing,,,,10.1007/s10586-025-05553-0,Zahim CharedClément JantetCalliste RavixRobin SalmiEhtesham HashmiSule Yildirim Yayilgan,2025,https://link.springer.com/article/10.1007/s10586-025-05553-0,Article
Ophthalmic drug discovery and development using artificial intelligence and digital health technologies,npj Digital Medicine,,,,10.1038/s41746-025-01954-y,Haoran ChengJoy Le Yi WongChrystie Wan Ning QuekJeffrey L. GoldbergVinit B. MahajanTien Yin WongJodhbir S. MehtaDaniel S. W. TingDarren S. J. Ting,2025,https://link.springer.com/article/10.1038/s41746-025-01954-y,Article
Comprehensive review of artificial intelligence applications in renewable energy systems: current implementations and emerging trends,Journal of Big Data,,,,10.1186/s40537-025-01178-7,Chukwuebuka Joseph EjiyiDongsheng CaiDara ThomasSandra ObioraEmmanuel Osei-MensahCaroline AcenFrancis O. EzeFrancis SamQingxian ZhangOlusola O. Bamisile,2025,https://link.springer.com/article/10.1186/s40537-025-01178-7,Article
Advancements and challenges in the application of artificial intelligence in civil engineering: a comprehensive review,Asian Journal of Civil Engineering,,,,10.1007/s42107-023-00760-9,Shrikant M. Harle,2023,https://link.springer.com/article/10.1007/s42107-023-00760-9,Article
Revolutionizing finance with conversational AI: a focus on ChatGPT implementation and challenges,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-04725-y,Zhisheng Chen,2025,https://link.springer.com/article/10.1057/s41599-025-04725-y,Article
From user needs to AI solutions: a human-centered design approach for AI-powered virtual teamwork competency training,International Journal of Educational Technology in Higher Education,,,,10.1186/s41239-025-00551-z,Wenjie HuCecilia Ka Yuk Chan,2025,https://link.springer.com/article/10.1186/s41239-025-00551-z,Article
Cognitive Computing Continuum: State-of-the-Art Review and ENACT Vision &amp; Approach,Journal of Grid Computing,,,,10.1007/s10723-025-09810-9,Ioanna Angeliki KapetanidouAlexandros NizamisEfstathios KaranastasisGabriel-Mihail DanciuClara Isabel Valero LópezThanasis KotsiopoulosJuan GascónJaime FlorRoss CampbellAthanasios LiatifisNadia Masood KhanDejan DrajicStefan JarcauVlad MocanuMihnea LopataruHaya Al kassirDimitrios PliatsiosEfthymios ChondrogiannisAntonios LitkeSrdjan KrcoUsman WajidSeptimiu NechiforPanagiotis SarigiannidisPanagiotis TrakadasKonstantinos Votis,2025,https://link.springer.com/article/10.1007/s10723-025-09810-9,Article
Safe human-robot collaboration: a systematic review of risk assessment methods with AI integration and standardization considerations,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-024-13948-3,Morteza Jalali AlenjareghiSamira KeivanpourYuvin Adnarain ChinniahSabrina JocelynAbdelhak Oulmane,2024,https://link.springer.com/article/10.1007/s00170-024-13948-3,Article
Using hierarchical multiple regression to model the impact of AI-powered adaptive testing on student academic fortunes and test anxiety in the Ghanaian context,Discover Education,,,,10.1007/s44217-025-00524-4,Simon Ntumi,2025,https://link.springer.com/article/10.1007/s44217-025-00524-4,Article
Achieving a Data-Driven Risk Assessment Methodology for Ethical AI,Digital Society,,,,10.1007/s44206-022-00016-0,Anna FelländerJonathan RebaneStefan LarssonMattias WiggbergFredrik Heintz,2022,https://link.springer.com/article/10.1007/s44206-022-00016-0,Article
"Cognition and context-aware decision-making systems for a sustainable planet: a survey on recent advancements, applications and open challenges",Discover Sustainability,,,,10.1007/s43621-025-00954-y,John ViolosGeorgios MamanisIoannis KompatsiarisSymeon Papadopoulos,2025,https://link.springer.com/article/10.1007/s43621-025-00954-y,Article
AI-driven medical image analysis for sports injury diagnosis and prevention,Scientific Reports,,,,10.1038/s41598-025-20580-y,Ma Yin,2025,https://link.springer.com/article/10.1038/s41598-025-20580-y,Article
IoT-based bed and ventilator management system during the COVID-19 pandemic,Scientific Reports,,,,10.1038/s41598-025-03144-y,Vivek Kumar PrasadDebabrata DansanaS. Gopal Krishna PatroAyodeji Olalekan SalauDivyang YadavBrojo Kishore Mishra,2025,https://link.springer.com/article/10.1038/s41598-025-03144-y,Article
Exploring the import of mechatronics engineering in medicine: a review,Beni-Suef University Journal of Basic and Applied Sciences,,,,10.1186/s43088-025-00618-w,Oluwaseun O. MartinsChristiaan C. OosthuizenDawood A. Desai,2025,https://link.springer.com/article/10.1186/s43088-025-00618-w,Article
Integrated multi-view modeling for reliable machine learning-intensive software engineering,Software Quality Journal,,,,10.1007/s11219-024-09687-z,Jati H. HusenHironori WashizakiJomphon RunpakprakunNobukazu YoshiokaHnin Thandar TunYoshiaki FukazawaHironori Takeuchi,2024,https://link.springer.com/article/10.1007/s11219-024-09687-z,Article
An In-depth overview of artificial intelligence (AI) tool utilization across diverse phases of organ transplantation,Journal of Translational Medicine,,,,10.1186/s12967-025-06488-1,Shiva ArjmandmazidiHamid Reza HeidariTohid GhasemnejadZeinab MoriLeila MolaviAmir MerajiShadi KaghazchiElnaz Mehdizadeh AghdamSoheila Montazersaheb,2025,https://link.springer.com/article/10.1186/s12967-025-06488-1,Article
"Generative artificial intelligence in manufacturing: applications, case studies, and future directions for next-generation intelligent production systems",The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-025-16667-5,Mohammad ShahinAli HosseinzadehF. Frank Chen,2025,https://link.springer.com/article/10.1007/s00170-025-16667-5,Article
The AI ethics maturity model: a holistic approach to advancing ethical data science in organizations,AI and Ethics,,,,10.1007/s43681-022-00228-7,J. KrijgerT. ThuisM. de RuiterE. LigthartI. Broekman,2022,https://link.springer.com/article/10.1007/s43681-022-00228-7,Article
Empowering Digital Innovation by Diverse Leadership in ICT – A Roadmap to a Better Value System in Computer Algorithms,Humanistic Management Journal,,,,10.1007/s41463-022-00123-7,Bianca Weber-LewerenzIngrid Vasiliu-Feltes,2022,https://link.springer.com/article/10.1007/s41463-022-00123-7,Article
Alzheimer’s disease detection using deep learning and machine learning: a review,Artificial Intelligence Review,,,,10.1007/s10462-025-11258-y,Saeed Mohsen,2025,https://link.springer.com/article/10.1007/s10462-025-11258-y,Article
Implementing domain-specific LLMs for strategic investment decisions: a retrospective case study comparing AI and human expertise,Digital Finance,,,,10.1007/s42521-025-00163-2,Maher Hamid,2025,https://link.springer.com/article/10.1007/s42521-025-00163-2,Article
Bio-inspired spiking neural network for modeling and optimizing adaptive vertigo therapy,Cognitive Neurodynamics,,,,10.1007/s11571-025-10368-1,Vivekanandan NRajeswari KYuvraj Kanna Nallu Vivekanandan,2025,https://link.springer.com/article/10.1007/s11571-025-10368-1,Article
On the risk of confusing interpretability with explicability,AI and Ethics,,,,10.1007/s43681-021-00121-9,Christian Herzog,2021,https://link.springer.com/article/10.1007/s43681-021-00121-9,Article
Artificial intelligence for secure and sustainable industrial control systems - A Survey of challenges and solutions,Artificial Intelligence Review,,,,10.1007/s10462-025-11320-9,Muhammad Muzamil AslamAli TufailHaji GulMuhammad Nauman IrshadAbdallah Namoun,2025,https://link.springer.com/article/10.1007/s10462-025-11320-9,Article
Ethics-based auditing of automated decision-making systems: intervention points and policy implications,AI & SOCIETY,,,,10.1007/s00146-021-01286-x,Jakob MökanderMaria Axente,2021,https://link.springer.com/article/10.1007/s00146-021-01286-x,Article
Recent advances in plant disease detection: challenges and opportunities,Plant Methods,,,,10.1186/s13007-025-01450-0,Muhammad ShafayTaimur HassanMuhammad OwaisIrfan HussainSajid Gul KhawajaLakmal SeneviratneNaoufel Werghi,2025,https://link.springer.com/article/10.1186/s13007-025-01450-0,Article
"Advances in cardiovascular signal analysis with future directions: a review of machine learning and deep learning models for cardiovascular disease classification based on ECG, PCG, and PPG signals",Biomedical Engineering Letters,,,,10.1007/s13534-025-00473-9,Yunendah Nur FuadahKi Moo Lim,2025,https://link.springer.com/article/10.1007/s13534-025-00473-9,Article
Mapping the technological evolution of generative AI: a patent network analysis,Scientific Reports,,,,10.1038/s41598-025-26810-7,Navid MohammadiJalil Heidary DahooieAmir Ali BengariArash Rahimi,2025,https://link.springer.com/article/10.1038/s41598-025-26810-7,Article
"Artificial Intelligence-Assisted Design of Nanomedicines for Breast Cancer Diagnosis and Therapy: Advances, Challenges, and Future Directions",BioNanoScience,,,,10.1007/s12668-025-01980-w,Maryam ShirzadMina ShabanVahideh MohammadzadehAbbas RahdarSonia Fathi-karkanZakieh Sadat HoseiniMehrdad NajafiZelal KharabaM. Ali Aboudzadeh,2025,https://link.springer.com/article/10.1007/s12668-025-01980-w,Article
Leading teachers' perspective on teacher-AI collaboration in education,Education and Information Technologies,,,,10.1007/s10639-023-12109-5,Jinhee Kim,2023,https://link.springer.com/article/10.1007/s10639-023-12109-5,Article
"Integrating artificial intelligence in aquaculture: opportunities, risks, and systemic challenges",Aquaculture International,,,,10.1007/s10499-025-02347-4,Dileep M. R.Shridhar SanshiMahendra Pratap SinghMaanak Gupta,2025,https://link.springer.com/article/10.1007/s10499-025-02347-4,Article
Selected Abstracts from the SIIM 2025 Annual Meeting of the Society for Imaging Informatics in Medicine (SIIM),Journal of Imaging Informatics in Medicine,,,,10.1007/s10278-025-01501-x,,2025,https://link.springer.com/article/10.1007/s10278-025-01501-x,Article
Exploring the potential of machine learning in gynecological care: a review,Archives of Gynecology and Obstetrics,,,,10.1007/s00404-024-07479-1,Imran KhanBrajesh Kumar Khare,2024,https://link.springer.com/article/10.1007/s00404-024-07479-1,Article
From code to security: machine learning approaches in android vulnerability detection,International Journal of Information Security,,,,10.1007/s10207-025-01190-1,Kaya Emre ArikanSait Melih DoğanErcan Nurcan YilmazSerkan Gönen,2025,https://link.springer.com/article/10.1007/s10207-025-01190-1,Article
Integrating AI-driven marketing analytics techniques into the classroom: pedagogical strategies for enhancing student engagement and future business success,Journal of Marketing Analytics,,,,10.1057/s41270-023-00281-z,Kamaal Allil,2024,https://link.springer.com/article/10.1057/s41270-023-00281-z,Article
Clinical artificial intelligence quality improvement: towards continual monitoring and updating of AI algorithms in healthcare,npj Digital Medicine,,,,10.1038/s41746-022-00611-y,Jean FengRachael V. PhillipsIvana MalenicaAndrew BisharaAlan E. HubbardLeo A. CeliRomain Pirracchio,2022,https://link.springer.com/article/10.1038/s41746-022-00611-y,Article
Harnessing Machine Learning and Deep Learning for Non-Communicable Disease Diagnosis: an In-Depth analysis,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10367-9,Dharmishtha ChaudhariPariza Kamboj,2025,https://link.springer.com/article/10.1007/s11831-025-10367-9,Article
Neonatal Jaundice Detection: A Comprehensive Survey from Manual to Computer-Aided Methods,Journal of Bionic Engineering,,,,10.1007/s42235-025-00789-3,Navdeep KaurAjay MittalAastha Gupta,2025,https://link.springer.com/article/10.1007/s42235-025-00789-3,Article
CloudAIBus: a testbed for AI based cloud computing environments,Cluster Computing,,,,10.1007/s10586-024-04562-9,Sasidharan VeluSukhpal Singh GillSubramaniam Subramanian MurugesanHuaming WuXingwang Li,2024,https://link.springer.com/article/10.1007/s10586-024-04562-9,Article
Socially responsible facial recognition of animals,AI and Ethics,,,,10.1007/s43681-023-00344-y,Fred S. Roberts,2023,https://link.springer.com/article/10.1007/s43681-023-00344-y,Article
Unlocking the potential of deep learning in brain stroke prognosis: a systematic literature review,Artificial Intelligence Review,,,,10.1007/s10462-025-11353-0,Annas BarouhouLaila BenhlimaSlimane Bah,2025,https://link.springer.com/article/10.1007/s10462-025-11353-0,Article
Analyzing the enhancement of CNN-YOLO and transformer based architectures for real-time animal detection in complex ecological environments,Scientific Reports,,,,10.1038/s41598-025-26645-2,Ali RazaFareeha HanifHeba Abdelgader Mohammed,2025,https://link.springer.com/article/10.1038/s41598-025-26645-2,Article
Five ethical challenges facing data-driven policing,AI and Ethics,,,,10.1007/s43681-021-00105-9,Jeremy DavisDuncan PurvesJuan GilbertSchuyler Sturm,2022,https://link.springer.com/article/10.1007/s43681-021-00105-9,Article
"Adoption of artificial intelligence in breast imaging: evaluation, ethical constraints and limitations",British Journal of Cancer,,,,10.1038/s41416-021-01333-w,Sarah E. HickmanGabrielle C. BaxterFiona J. Gilbert,2021,https://link.springer.com/article/10.1038/s41416-021-01333-w,Article
Smart Workplaces for older adults: coping ‘ethically’ with technology pervasiveness,Universal Access in the Information Society,,,,10.1007/s10209-021-00829-9,Sofia SegkouliDimitrios GiakoumisKonstantinos VotisAndreas TriantafyllidisIoannis PaliokasDimitrios Tzovaras,2021,https://link.springer.com/article/10.1007/s10209-021-00829-9,Article
Keeping the organization in the loop: a socio-technical extension of human-centered artificial intelligence,AI & SOCIETY,,,,10.1007/s00146-022-01391-5,Thomas HerrmannSabine Pfeiffer,2022,https://link.springer.com/article/10.1007/s00146-022-01391-5,Article
"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",International Journal of Information Security,,,,10.1007/s10207-025-00992-7,Seyed Mohammad Taghavi FarFarid Feyzi,2025,https://link.springer.com/article/10.1007/s10207-025-00992-7,Article
Appositeness of Optimized and Reliable Machine Learning for Healthcare: A Survey,Archives of Computational Methods in Engineering,,,,10.1007/s11831-022-09733-8,Subhasmita SwainBharat BhushanGaurav DhimanWattana Viriyasitavat,2022,https://link.springer.com/article/10.1007/s11831-022-09733-8,Article
"Industrial internet of things in intelligent manufacturing: a review, approaches, opportunities, open challenges, and future directions",International Journal on Interactive Design and Manufacturing (IJIDeM),,,,10.1007/s12008-022-01075-w,Priyanshi GuptaChaitanya KrishnaRahul RajeshArushi AnanthakrishnanA. VishnuvardhanShrey Shaileshbhai PatelChinmay KapruanStavan BrahmbhattTarun KatarayDeva NarayananUtkarsh ChadhaArbab AlamSenthil Kumaran SelvarajB. KarthikeyanR. NagalakshmiVishjit Chandramohan,2022,https://link.springer.com/article/10.1007/s12008-022-01075-w,Article
Federated active meta-learning with blockchain for zero-day attack detection in industrial IoT,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02014-8,Kapil KumarManju Khari,2025,https://link.springer.com/article/10.1007/s12083-025-02014-8,Article
Scientific Abstracts from the 2024 Conference on Machine Intelligence in Medical Imaging (CMIMI) of the Society for Imaging Informatics in Medicine (SIIM),Journal of Imaging Informatics in Medicine,,,,10.1007/s10278-024-01278-5,,2024,https://link.springer.com/article/10.1007/s10278-024-01278-5,Article
Backdoor threats in large language models—a survey,Science China Information Sciences,,,,10.1007/s11432-024-4351-3,Shuai LiuYiheng PanKun HongRuite FeiChenhao LinQian LiChao Shen,2025,https://link.springer.com/article/10.1007/s11432-024-4351-3,Article
Abstracts of the 34th World Association of Societies of Pathology and Laboratory Medicine (WASPaLM) and 51st Association of Clinical Biochemists of India (ACBI) Congress 2025,Indian Journal of Clinical Biochemistry,,,,10.1007/s12291-025-01370-9,,2025,https://link.springer.com/article/10.1007/s12291-025-01370-9,Article
Sex and gender differences and biases in artificial intelligence for biomedicine and healthcare,npj Digital Medicine,,,,10.1038/s41746-020-0288-5,Davide CirilloSilvina Catuara-SolarzCzuee MoreyEmre GuneyLaia SubiratsSimona MellinoAnnalisa GiganteAlfonso ValenciaMaría José RementeriaAntonella Santuccione ChadhaNikolaos Mavridis,2020,https://link.springer.com/article/10.1038/s41746-020-0288-5,Article
Ethical considerations about artificial intelligence for prognostication in intensive care,Intensive Care Medicine Experimental,,,,10.1186/s40635-019-0286-6,Michael BeilIngo ProftDaniel van HeerdenSigal SviriPeter Vernon van Heerden,2019,https://link.springer.com/article/10.1186/s40635-019-0286-6,Article
"24th ISoP Annual Meeting “Pharmacovigilance: Back to the Future” 24–27 October 2025 Cairo, Egypt",Drug Safety,,,,10.1007/s40264-025-01605-x,,2025,https://link.springer.com/article/10.1007/s40264-025-01605-x,Article
The global landscape of AI ethics guidelines,Nature Machine Intelligence,,,,10.1038/s42256-019-0088-2,Anna JobinMarcello IencaEffy Vayena,2019,https://link.springer.com/article/10.1038/s42256-019-0088-2,Article
The Ethical Implications of Using Artificial Intelligence in Auditing,Journal of Business Ethics,,,,10.1007/s10551-019-04407-1,Ivy MunokoHelen L. Brown-LiburdMiklos Vasarhelyi,2020,https://link.springer.com/article/10.1007/s10551-019-04407-1,Article
"Artificial intelligence, transparency, and public decision-making",AI & SOCIETY,,,,10.1007/s00146-020-00960-w,Karl de Fine LichtJenny de Fine Licht,2020,https://link.springer.com/article/10.1007/s00146-020-00960-w,Article
"Abstracts of the 21st Congress of the European Geriatric Medicine Society, Reykjavik, Iceland, September 24–26, 2025",European Geriatric Medicine,,,,10.1007/s41999-025-01343-4,,2025,https://link.springer.com/article/10.1007/s41999-025-01343-4,Article
ESICM LIVES 2025,Intensive Care Medicine Experimental,,,,10.1186/s40635-025-00797-x,,2025,https://link.springer.com/article/10.1186/s40635-025-00797-x,Article
Society-in-the-loop: programming the algorithmic social contract,Ethics and Information Technology,,,,10.1007/s10676-017-9430-8,Iyad Rahwan,2017,https://link.springer.com/article/10.1007/s10676-017-9430-8,Article
ECR 2025 Book of Abstracts,Insights into Imaging,,,,10.1186/s13244-025-02003-8,,2025,https://link.springer.com/article/10.1186/s13244-025-02003-8,Article
Abstracts from the 2024 Annual Meeting of the Society of General Internal Medicine,Journal of General Internal Medicine,,,,10.1007/s11606-024-08797-5,,2024,https://link.springer.com/article/10.1007/s11606-024-08797-5,Article
"EANM’24 Abstract Book Congress Oct 19-23, 2024",European Journal of Nuclear Medicine and Molecular Imaging,,,,10.1007/s00259-024-06838-z,,2024,https://link.springer.com/article/10.1007/s00259-024-06838-z,Article
