record_id,source_database,source_file,source_record_key,search_run_id,metadata_format,bibtex_entry_type,title,authors,year,venue,doi,url,abstract,raw_identifier,normalized_title,normalized_doi,record_hash,duplicate_status,duplicate_of,dedup_key_type,screening_candidate_id,screening_stage,screening_decision,decision_basis
SRCREC-0103,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3680127.3680140,5,BibTeX,inproceedings,Equitable AI Audits: evaluating the evaluators in today's world,"Munarini, Monique and Brusseau, James and Angeli, Lorenzo",2024,Proceedings of the 17th International Conference on Theory and Practice of Electronic Governance,10.1145/3680127.3680140,https://doi.org/10.1145/3680127.3680140,"Artificial Intelligence (AI) technologies have triggered substantial transformations across various sectors, yielding benefits and rasing concerns. A significant issue pertains to the unequal distribution of AI advantages among different groups, raising questions about diversity and fundamental rights. This paper proposes equity as a translational mechanism intersecting ethical, legal, and technical dimensions in AI governance. By tracing the evolution of AI regulation from corporate ethical guidelines to forthcoming legal frameworks, this paper sheds light on the growing emphasis on auditing mechanisms to mitigate bias and discrimination, distinguishing equity from the more often-used term fairness. While fairness emphasizes fair processes, equity prioritizes equitable outcomes. We argue that equity offers a value that surpasses the limitations of fairness and adopts a holistic viewpoint, providing a comprehensive framework for tackling socio-technical challenges in AI development and deployment, and preserving fundamental rights. In proposing a definition of equity that draws inspiration from feminist perspectives rather than traditional philosophy, we highlight equity’s contextual nature across diverse global regions and cultures. This framing lets us propose equity as a non-universal value that can be pivotal in curating datasets, fostering community empowerment, and engendering a sense of belonging within the diverse communities affected by the AI tools used in decision-making processes. We further argue that ethics-based auditing serves as a crucial link between technical requirements and legal norms, offering insights into the complex socio-technical dynamics of AI development. This paper critically examines the integration of equity in AI audits, assessing whether current audits adequately address non-discrimination and fundamental rights or merely scratch the surface. With this paper, we wish to contribute to scholarly discussions on AI’s role in preserving fundamental rights, and stress the importance of interdisciplinary collaboration in navigating AI’s multifaceted challenges.",10.1145/3680127.3680140,equitable ai audits evaluating the evaluators in today s world,10114536801273680140,d9695589a94c1a8a,unique,,doi,TA-0011,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0216,IEEE Xplore,IEEE Xplore/2. IEEE Xplore Citation BibTeX.bib,10260716,2,BibTeX,INPROCEEDINGS,Understanding Fairness Requirements for ML-based Software,"Baresi, Luciano and Criscuolo, Chiara and Ghezzi, Carlo",2023,2023 IEEE 31st International Requirements Engineering Conference (RE),10.1109/RE57278.2023.00046,,,10.1109/RE57278.2023.00046,understanding fairness requirements for ml based software,101109re57278202300046,d09f61d7e916d4e3,unique,,doi,TA-0012,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0213,IEEE Xplore,IEEE Xplore/2. IEEE Xplore Citation BibTeX.bib,11190151,2,BibTeX,INPROCEEDINGS,Towards Systematic Specification and Verification of Fairness Requirements: A Position Paper,"Ramadan, Qusai and Ruohonen, Jukka and Tiwari, Abhishek and Alami, Adam and Boukhers, Zeyd",2025,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),10.1109/REW66121.2025.00059,,,10.1109/REW66121.2025.00059,towards systematic specification and verification of fairness requirements a position paper,101109rew66121202500059,1a8aa04ac96c3186,unique,,doi,TA-0013,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0621,ScienceDirect,ScienceDirect/8. ScienceDirect.bib,MURIKAH2024e02281,8,BibTeX,article,Bias and ethics of AI systems applied in auditing - A systematic review,Wilberforce Murikah and Jeff Kimanga Nthenge and Faith Mueni Musyoka,2024,Scientific African,https://doi.org/10.1016/j.sciaf.2024.e02281,https://www.sciencedirect.com/science/article/pii/S2468227624002266,"The integration of artificial intelligence into auditing shows great potential in enhancing automation and gaining insights from complex data. However, it also presents significant ethical challenges, including algorithmic biases, transparency, accountability, and fairness. This study aimed to investigate the sources of bias and risks posed by AI systems applied in auditing and the complex downstream interactions and effects they have. The study also explored the technical and ethical guardrails proposed and recommendations for translating principles into auditing practice. A systematic methodology was employed to acquire relevant studies across scientific databases. This involved a three-step process, including a targeted search query using Boolean operators and snowballing to yield 310 preliminary publications. A systematic review process was then conducted to identify 123 relevant articles focused on AI's implications for auditing, accounting, finance, or assurance contexts. Finally, screening and filtering on research quality distilled 83 high-quality publications from the year 2018 to 2023 spanning computer science, accounting, management science, and ethics disciplines. The analysis revealed five primary sources driving technical and human biases: data deficiencies, demographic homogeneity, spurious correlations, improper comparators, and cognitive biases. It also highlighted wider issues, such as trade-offs between efficiency and diligence, erosion of human skills and judgement, data dependence risks, and privacy violations from uncontrolled personal data exploitation. The study found promising remedies, including causal modeling to enable auditors to uncover subtle biases, representative algorithmic testing to evaluate fairness, periodic auditing of AI systems, human oversight alongside automation, and embedding ethical values like fairness and accountability into system design. The study concludes that auditors play a crucial role in assessing and ensuring AI's reliable and socially beneficial integration. It recommends governance, risk assessment before deployment, ongoing performance monitoring, and policies fostering trust and collaboration to responsibly translate principles into auditing practice.",https://doi.org/10.1016/j.sciaf.2024.e02281,bias and ethics of ai systems applied in auditing a systematic review,httpsdoiorg101016jsciaf2024e02281,59fa90664c09fca6,unique,,doi,TA-0014,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0457,ScienceDirect,ScienceDirect/2. ScienceDirect.bib,VORIA2025107710,2,BibTeX,article,Fairness-aware practices from developers’ perspective: A survey,Gianmario Voria and Giulia Sellitto and Carmine Ferrara and Francesco Abate and Andrea {De Lucia} and Filomena Ferrucci and Gemma Catolino and Fabio Palomba,2025,Information and Software Technology,https://doi.org/10.1016/j.infsof.2025.107710,https://www.sciencedirect.com/science/article/pii/S0950584925000497,"Context: Machine Learning (ML) technologies have shown great promise in many areas, but when used without proper oversight, they can produce biased results that discriminate against historically underrepresented groups. In recent years, the software engineering research community has contributed to addressing the need for ethical machine learning by proposing a number of fairness-aware practices, e.g., fair data balancing or testing approaches, that may support the management of fairness requirements throughout the software lifecycle. Nonetheless, the actual validity of these practices, in terms of practical application, impact, and effort, from the developers’ perspective has not been investigated yet. Objective: This paper addresses this limitation, assessing the developers’ perspective of a set of 28 fairness practices collected from the literature. Methods: We perform a survey study involving 155 practitioners who have been working on the development and maintenance of ML-enabled systems, analyzing the answers via statistical and clustering analysis to group fairness-aware practices based on their application frequency, impact on bias mitigation, and effort required for their application. Results: While all the practices are deemed relevant by developers, those applied at the early stages of development appear to be the most impactful. More importantly, the effort required to implement the practices is average and sometimes high, with a subsequent average application. Conclusion: The findings highlight the need for effort-aware automated approaches that ease the application of the available practices, as well as recommendation systems that may suggest when and how to apply fairness-aware practices throughout the software lifecycle.",https://doi.org/10.1016/j.infsof.2025.107710,fairness aware practices from developers perspective a survey,httpsdoiorg101016jinfsof2025107710,4572da953a916d98,unique,,doi,TA-0015,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0050,ACM Digital Library,ACM Digital Library/2. acm.bib,10.1145/3236024.3264838,2,BibTeX,inproceedings,Software fairness,"Brun, Yuriy and Meliou, Alexandra",2018,Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3236024.3264838,https://doi.org/10.1145/3236024.3264838,"A goal of software engineering research is advancing software quality and the success of the software engineering process. However, while recent studies have demonstrated a new kind of defect in software related to its ability to operate in fair and unbiased manner, software engineering has not yet wholeheartedly tackled these new kinds of defects, thus leaving software vulnerable. This paper outlines a vision for how software engineering research can help reduce fairness defects and represents a call to action by the software engineering research community to reify that vision. Modern software is riddled with examples of biased behavior, from automated translation injecting gender stereotypes, to vision systems failing to see faces of certain races, to the US criminal justice sytem relying on biased computational assessments of crime recidivism. While systems may learn bias from biased data, bias can also emerge from ambiguous or incomplete requirement specification, poor design, implementation bugs, and unintended component interactions. We argue that software fairness is analogous to software quality, and that numerous software engineering challenges in the areas of requirements, specification, design, testing, and verification need to be tackled to solve this problem.",10.1145/3236024.3264838,software fairness,10114532360243264838,03008428d6da2167,unique,,doi,TA-0016,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0084,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1145/3485447.3512244,4,BibTeX,inproceedings,Fairness Audit of Machine Learning Models with Confidential Computing,"Park, Saerom and Kim, Seongmin and Lim, Yeon-sup",2022,Proceedings of the ACM Web Conference 2022,10.1145/3485447.3512244,https://doi.org/10.1145/3485447.3512244,"Algorithmic discrimination is one of the significant concerns in applying machine learning models to a real-world system. Many researchers have focused on developing fair machine learning algorithms without discrimination based on legally protected attributes. However, the existing research has barely explored various security issues that can occur while evaluating model fairness and verifying fair models. In this study, we propose a fairness audit framework that assesses the fairness of ML algorithms while addressing potential security issues such as data privacy, model secrecy, and trustworthiness. To this end, our proposed framework utilizes confidential computing and builds a chain of trust through enclave attestation primitives combined with public scrutiny and state-of-the-art software-based security techniques, enabling fair ML models to be securely certified and clients to verify a certified one. Our micro-benchmarks on various ML models and real-world datasets show the feasibility of the fairness certification implemented with Intel SGX in practice. In addition, we analyze the impact of data poisoning, which is an additional threat during data collection for fairness auditing. Based on the analysis, we illustrate the theoretical curves of fairness gap and minimal group size and the empirical results of fairness certification on poisoned datasets.",10.1145/3485447.3512244,fairness audit of machine learning models with confidential computing,10114534854473512244,0b837b985d912657,unique,,doi,TA-0017,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0077,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1145/3643786.3648022,4,BibTeX,inproceedings,Data vs. Model Machine Learning Fairness Testing: An Empirical Study,"Shome, Arumoy and Cruz, Luis and Van Deursen, Arie",2024,Proceedings of the 5th IEEE/ACM International Workshop on Deep Learning for Testing and Testing for Deep Learning,10.1145/3643786.3648022,https://doi.org/10.1145/3643786.3648022,"Although several fairness definitions and bias mitigation techniques exist in the literature, all existing solutions evaluate fairness of Machine Learning (ML) systems after the training stage. In this paper, we take the first steps towards evaluating a more holistic approach by testing for fairness both before and after model training. We evaluate the effectiveness of the proposed approach and position it within the ML development lifecycle, using an empirical analysis of the relationship between model dependent and independent fairness metrics. The study uses 2 fairness metrics, 4 ML algorithms, 5 real-world datasets and 1600 fairness evaluation cycles. We find a linear relationship between data and model fairness metrics when the distribution and the size of the training data changes. Our results indicate that testing for fairness prior to training can be a ""cheap"" and effective means of catching a biased data collection process early; detecting data drifts in production systems and minimising execution of full training cycles thus reducing development time and costs.",10.1145/3643786.3648022,data vs model machine learning fairness testing an empirical study,10114536437863648022,691c84dc12ff1585,unique,,doi,TA-0018,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0034,ACM Digital Library,ACM Digital Library/2. acm.bib,10.1145/3597503.3639185,2,BibTeX,inproceedings,ReFAIR: Toward a Context-Aware Recommender for Fairness Requirements Engineering,"Ferrara, Carmine and Casillo, Francesco and Gravino, Carmine and De Lucia, Andrea and Palomba, Fabio",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,10.1145/3597503.3639185,https://doi.org/10.1145/3597503.3639185,"Machine learning (ML) is increasingly being used as a key component of most software systems, yet serious concerns have been raised about the fairness of ML predictions. Researchers have been proposing novel methods to support the development of fair machine learning solutions. Nonetheless, most of them can only be used in late development stages, e.g., during model training, while there is a lack of methods that may provide practitioners with early fairness analytics enabling the treatment of fairness throughout the development lifecycle. This paper proposes ReFair, a novel context-aware requirements engineering framework that allows to classify sensitive features from User Stories. By exploiting natural language processing and word embedding techniques, our framework first identifies both the use case domain and the machine learning task to be performed in the system being developed; afterward, it recommends which are the context-specific sensitive features to be considered during the implementation. We assess the capabilities of ReFair by experimenting it against a synthetic dataset---which we built as part of our research---composed of 12,401 User Stories related to 34 application domains. Our findings showcase the high accuracy of ReFair, other than highlighting its current limitations.",10.1145/3597503.3639185,refair toward a context aware recommender for fairness requirements engineering,10114535975033639185,acefee66520cb959,unique,,doi,TA-0019,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0081,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1109/ICSE55347.2025.00159,4,BibTeX,inproceedings,FairSense: Long-Term Fairness Analysis of ML-Enabled Systems,"She, Yining and Biswas, Sumon and K\""{a}stner, Christian and Kang, Eunsuk",2025,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,10.1109/ICSE55347.2025.00159,https://doi.org/10.1109/ICSE55347.2025.00159,"Algorithmic fairness of machine learning (ML) models has raised significant concern in the recent years. Many testing, verification, and bias mitigation techniques have been proposed to identify and reduce fairness issues in ML models. The existing methods are model-centric and designed to detect fairness issues under static settings. However, many ML-enabled systems operate in a dynamic environment where the predictive decisions made by the system impact the environment, which in turn affects future decision-making. Such a self-reinforcing feedback loop can cause fairness violations in the long term, even if the immediate outcomes are fair. In this paper, we propose a simulation-based framework called FairSense to detect and analyze long-term unfairness in ML-enabled systems. Given a fairness requirement, FairSense performs Monte-Carlo simulation to enumerate evolution traces for each system configuration. Then, FairSense performs sensitivity analysis on the space of possible configurations to understand the impact of design options and environmental factors on the long-term fairness of the system. We demonstrate FairSense's potential utility through three real-world case studies: Loan lending, opioids risk scoring, and predictive policing.",10.1109/ICSE55347.2025.00159,fairsense long term fairness analysis of ml enabled systems,101109icse55347202500159,bb49bda1911f41c1,unique,,doi,TA-0020,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0359,IEEE Xplore,IEEE Xplore/8. IEEE Xplore Citation BibTeX.bib,10749873,8,BibTeX,INPROCEEDINGS,Ethical AI with Balancing Bias Mitigation and Fairness in Machine Learning Models,"Nathim, Khalida Walid and Hameed, Nada Abdulkareem and Salih, Saja Abdulfattah and Taher, Nada Adnan and Salman, Hayder Mahmood and Chornomordenko, Dmytro",2024,2024 36th Conference of Open Innovations Association (FRUCT),10.23919/FRUCT64283.2024.10749873,,,10.23919/FRUCT64283.2024.10749873,ethical ai with balancing bias mitigation and fairness in machine learning models,1023919fruct64283202410749873,f2d29bc4fcaf605f,unique,,doi,TA-0021,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0212,IEEE Xplore,IEEE Xplore/2. IEEE Xplore Citation BibTeX.bib,11488081,2,BibTeX,INPROCEEDINGS,Bias Assessment and Fairness Requirements Prioritization Framework for Educational AI Development Teams,"Suteeca, Kittitouch and Singjai, Apitchaka",2025,2025 6th Technology Innovation Management and Engineering Science International Conference (TIMES-iCON),10.1109/TIMES-iCON67125.2025.11488081,,,10.1109/TIMES-iCON67125.2025.11488081,bias assessment and fairness requirements prioritization framework for educational ai development teams,101109timesicon67125202511488081,544b601c5b1c1aab,unique,,doi,TA-0022,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0307,IEEE Xplore,IEEE Xplore/6. IEEE Xplore Citation BibTeX.bib,11410968,6,BibTeX,INPROCEEDINGS,Bias-Aware Machine Learning: A Framework for Fairness-Constrained Optimization in Algorithmic Decision-Making,"Gupta, Anil Kumar and Shankar Mishra, Siddharth and Priyanka, Priyanka and Verma, Amit",2025,2025 2nd Global AI Summit - International Conference on Artificial Intelligence and Emerging Technology (AI Summit),10.1109/AISummit66170.2025.11410968,,,10.1109/AISummit66170.2025.11410968,bias aware machine learning a framework for fairness constrained optimization in algorithmic decision making,101109aisummit66170202511410968,b6fcf41e29a64c79,unique,,doi,TA-0023,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
